Symbol,Name,Current Price,Market Cap (mil),RS Rating,Comp Rating,EPS Rating,SMR Rating,A/D Rating,Quality Score,% Chg 3 Months,% Chg 6 Months,% Chg 12 Months,Sector,ROE
CDE,Coeur Mining,18.65,11986.6,98,99,80,B,B,85.25,98.4,219.3,162.3,MINING,6.5
HIMS,Hims & Hers Health,48.78,11025.2,91,96,80,A,B-,85.25,-14.9,73.3,126.7,MEDICAL,15.9
LAUR,Laureate Education,29.84,4397.3,92,91,85,B,A-,85.25,29.7,52.2,94,CONSUMER,29
RTX,RTX,178.65,239130.3,87,97,90,B,B+,85.25,15.1,46.5,42.7,AEROSPACE,12.9
OMAB,Grupo Aeroportuario ADR,102.71,4957.9,77,96,91,A,B,85.2,-5.4,13.9,57.5,REAL EST,49.1
IDCC,InterDigital,378.62,9769.2,96,97,97,A,D+,85.15,68.6,97.5,157,ELECTRNCS,56.9
LOPE,Grand Canyon Education,218.35,6132.8,87,93,88,A,B-,85.10000000000001,29.4,24.8,63.7,CONSUMER,31.3
TTI,Tetra Technologies,7.84,1044.9,97,95,98,D,A+,85.1,108.5,199.2,162.2,ENERGY,10.9
AGX,Argan,296.55,4095.7,94,97,99,A,D+,85.05,32.2,99.5,143,BUILDING,26.6
VEON,VEON ADR,50.52,3573.2,75,96,99,A,B-,85.05,-9.4,14.3,60.6,TELECOM,39.2
ECG,Everus Construction Group,93.89,4789,93,96,95,A,C-,85,36.1,129.2,NA,BUILDING,32.9
SXI,Standex International,244.87,2961.5,91,97,90,B,B,85,50,76.4,37.9,MACHINE,14.4
BAP,Credicorp,256.8,20435.4,85,93,96,A,C+,84.95,8.3,31,36.1,BANKS,15.4
FSBC,Five Star Bancorp,35.63,761.3,80,94,76,A,A-,84.95,20.1,30.2,17.2,BANKS,13.4
HBM,Hudbay Minerals,15.83,6263.4,95,99,76,B,B+,84.95,56.4,109.4,66.1,MINING,7.8
VCYT,Veracyte,36.73,2889.6,79,95,76,A,A-,84.95,55.7,14.3,12.1,MEDICAL,8.4
VICR,Vicor,90.44,4062.5,95,99,82,C,A,84.9,91.8,78.5,94.9,ELECTRNCS,1.1
CCJ,Cameco,88.13,38364,91,99,99,B,C+,84.8,10.3,100.8,63.7,MINING,4.7
UTHR,United Therapeutics,418.58,18930.7,85,97,84,A,B-,84.8,36.6,41.2,19.5,MEDICAL,19.2
CENX,Century Aluminum,30.79,2873.9,93,97,80,B,B+,84.75,34.9,78.5,73.5,METALS,21.8
FTAI,FTAI Aviation,181.96,18663.6,93,97,80,B,B+,84.75,65.5,79.5,27.1,AEROSPACE,6.8
AMAT,Applied Materials,228.75,182231.9,85,96,91,A,C+,84.7,21.6,52.3,24.5,CHIPS,40.8
ENS,EnerSys,121.46,4550.6,85,96,91,B,B+,84.7,30.6,41.3,23.1,MACHINE,22.4
ESQ,Esquire Finl Hldgs,102.63,876.2,81,95,91,A,B-,84.7,-2.1,20.8,56.1,FINANCE,20
TBBK,The Bancorp,78.74,3627.2,90,97,96,A,C-,84.7,13.1,58.5,43.3,BANKS,27.2
BTG,B2Gold,5.21,6877.8,94,99,82,B,B,84.65,48,65.4,51.9,MINING,6.1
DDOG,Datadog,156.47,54568.1,79,95,87,A,B,84.65,6.8,57.1,26.3,SOFTWARE,27.6
BABA,Alibaba Group ADR,174.7,403431,93,90,63,A,A-,84.60000000000001,44.2,46.4,81.3,RETAIL,15.9
AMD,Advanced Micro Devices,252.92,410449.5,95,96,78,B,B+,84.6,56,167.7,64.8,CHIPS,9.6
SNOW,Snowflake,257.94,86074.6,92,98,79,B,B+,84.55,20,62.6,124.5,SOFTWARE,7.4
MSFT,Microsoft,523.61,3892080,75,97,95,A,B-,84.5,2.5,35.2,23.3,SOFTWARE,33.3
IFS,Intercorp Finl Svcs,41.8,4825.7,86,90,96,B,B+,84.45,13.4,31.1,55,BANKS,12.4
TATT,Tat Technologies,41.69,533.9,93,98,71,B,A-,84.45,28.9,62,126.9,AEROSPACE,11
XNET,Xunlei ADR,9.3,580.1,98,91,86,C,A,84.45,86.4,127.9,351.5,SOFTWARE,7.4
BCAL,California BanCorp,17.35,564.2,75,94,98,A,B-,84.35000000000001,7.4,28.7,20.7,BANKS,8.1
PANW,Palo Alto Networks,217.11,145224.9,72,97,98,A,B-,84.35000000000001,7.9,23.3,19.1,SOFTWARE,36.1
RY,Royal Bank of Canada,147.78,208911.6,77,93,84,A,B+,84.3,11.9,25.6,19.6,BANKS,14.2
AVAV,AeroVironment,378.54,18901.3,95,96,70,B,A-,84.25,39.6,154.1,75.5,AEROSPACE,10.8
LGND,Ligand Pharmaceuticals,186.98,3664.1,93,96,66,A,B,84.2,40.8,72.3,68.5,MEDICAL,20.4
SAN,Banco Santander ADR,9.67,151426.4,91,94,96,B,B-,84.2,8.9,36,93.4,BANKS,12.5
SVM,Silvercorp Metals,6.4,1394.9,93,96,66,A,B,84.2,34.2,68.9,35.6,MINING,12.4
GRMN,Garmin,250.45,48209.9,81,94,89,A,B-,84.05,8.1,25.8,54.7,CONSUMER,19.2
PAYS,Paysign,5.94,323.4,92,90,99,A,C-,84.05,-30.6,146.5,59.2,FINANCE,13.9
TPB,Turning Point Brands,91.16,1631.8,91,92,79,A,B-,84.05,16.9,54,96.8,ALCOHL/TOB,37.4
CW,Curtiss-Wright,570.8,21506.6,90,95,95,A,C-,84,19.2,70.1,65.8,AEROSPACE,17.5
NPKI,NPK International,12.95,1093.4,94,96,95,C,B+,84,43.3,121.7,91.9,ENERGY,5.5
RUN,Sunrun,20.85,4810.8,96,96,80,C,A,84,97.1,195.7,48.9,ENERGY,8.4
NTES,NetEase ADR,146.71,93128.4,88,95,97,A,C-,83.9,7.6,38.5,86,SOFTWARE,25.5
IBKR,Interactive Brokers,68.75,30610.7,88,99,98,A,D+,83.85,6.3,62.7,85.6,FINANCE,19.5
FSS,Federal Signal,125.3,7617.1,87,97,95,A,C-,83.75,16.6,63.3,47.5,BUSINS SVC,18.9
NEU,NewMarket,751.94,7065.2,83,89,85,A,B,83.75,4.6,23.9,39.1,CHEMICAL,36.4
RSI,Rush Street Interactive,19.21,4389.4,91,95,80,A,C+,83.75,30.7,60,81.6,LEISURE,65.3
MNST,Monster Beverage,69.69,68047.3,83,88,86,A,B,83.7,15.8,18.9,30.4,FOOD/BEV,23.1
NEM,Newmont,83.37,91577.7,93,99,91,A,D+,83.7,35.5,49.7,69.3,MINING,13.5
AZN,AstraZeneca ADR,83.29,258199,75,91,92,A,B,83.65,13,19.8,9.7,MEDICAL,31.9
FOXA,Fox Corp Cl A,59.38,26455.9,78,87,87,A,B+,83.65,5.5,21.1,42.4,MEDIA,19.4
RRBI,Red River Bancshares,68.01,454,80,91,92,A,B-,83.65,11.8,32.1,29.9,BANKS,11
A,Agilent Technologies,148.03,41966.5,78,93,73,A,A-,83.60000000000001,23,38.3,13.3,MEDICAL,26.2
HALO,Halozyme Therapeutics,66.15,7737.3,77,99,98,A,C,83.60000000000001,12.6,11.6,34.2,MEDICAL,244.5
BWFG,Bankwell Financial Group,44.61,351.4,88,97,93,B,B-,83.6,20.8,39.8,55.4,BANKS,3.6
GCT,GigaCloud Technology,28.34,1067.5,89,88,84,A,B-,83.55,18,111.2,11.1,BUSINS SVC,44.7
THC,Tenet Healthcare,210.38,18587.3,92,96,95,C,B+,83.5,41.8,69.3,39.2,MEDICAL,40.2
FERG,Ferguson Enterprises,249.17,48874.9,84,91,86,B,A-,83.45,11.4,47,25.6,BUILDING,34.6
SIG,Signet Jewelers,103.73,4247.5,89,92,91,B,B,83.45,23.6,75.8,11.7,RETAIL,20.9
FOX,Fox Corp Cl B,52.9,23784.8,72,87,87,A,A-,83.4,2.3,15.7,38,MEDIA,19.4
JNJ,Johnson & Johnson,190.4,458729.8,79,87,72,A,A,83.4,12.3,22.9,16.3,MEDICAL,34.6
LITE,Lumentum Holdings,179.3,12533.1,97,99,72,B,B,83.4,74.3,205.1,177.4,TELECOM,14
LZ,LegalZoom.com,10.37,1869.2,85,95,98,A,C-,83.35,14.7,47.5,48.4,INTERNET,75.9
AROC,Archrock,25.45,4474.6,56,98,99,A,B+,83.3,8.9,5.6,26.6,ENERGY,16.9
INTR,Inter,9.01,3955.3,91,98,74,B,B+,83.3,33.9,34.9,38.4,BANKS,10.9
WPM,Wheaton Precious Metals,98.15,44555.6,84,99,94,A,C-,83.3,4.4,19.4,46.2,MINING,9
PAX,Patria Investments,14.73,2328.4,80,90,85,A,B,83.25,8.9,41.8,25.2,FINANCE,37
AMX,America Movil ADR,22.67,75535.3,87,97,86,C,A,83.2,23.6,32.6,36.8,TELECOM,6.7
SITM,SiTime,268.11,6971.7,90,98,81,B,B,83.2,38.5,80,48,CHIPS,3.2
FROG,JFrog,49.83,5709,89,95,67,A,B,83.15,19.7,50,70.4,SOFTWARE,10.3
YALA,Yalla Group ADR,7.26,1164.4,84,93,88,A,C+,83.10000000000001,-9.6,-3.6,75.8,INTERNET,23.6
PRVA,Privia Health Group,25.99,3189.7,78,96,98,B,B,83.1,31.9,10.8,48.7,SOFTWARE,16.3
LYTS,LSI Industries,23.67,722.2,87,94,89,B,B,83.05,31.9,60.9,46.7,BUILDING,15.1
NET,Cloudflare,217.85,75174.4,94,95,79,A,C,83.05,13.7,83.3,143.2,SOFTWARE,29.7
SII,Sprott,82.2,2140.5,92,94,70,A,B-,83,14.6,56.7,77.5,FINANCE,15.7
SOFI,SoFi Technologies,29.01,34738,95,98,80,B,B-,83,34.9,135.7,165.4,FINANCE,3.9
AGI,Alamos Gold,31.55,13242.1,86,98,91,A,C-,82.95,22.7,11.6,49.6,MINING,10.1
HRTG,Heritage Insurance,24.41,757.1,93,89,81,A,C+,82.95,13.6,28.1,105.5,INSURANCE,24.1
CIGI,Colliers International,166.05,8355.6,79,91,83,A,B,82.85000000000001,17.2,42.5,7.2,REAL EST,26.5
COCO,Vita Coco,39.67,2253.8,73,89,93,A,B,82.85000000000001,5,29.1,35.4,FOOD/BEV,24.3
SCCO,Southern Copper,129.34,105048.5,86,93,78,A,B-,82.85000000000001,31.3,37.7,16.8,MINING,40.7
ACM,AECOM,132.88,17599.4,82,94,94,B,B,82.8,17.5,36.1,26.7,BUILDING,28.1
CRDO,Credo Tech Group,155.55,26909.4,98,99,80,A,D+,82.75,53.8,266.9,298.7,CHIPS,21.3
FLEX,Flex Ltd,64.28,24125.8,92,93,95,B,C+,82.75,29.4,85.5,83.7,ELECTRNCS,20.4
